g1	g2	classe	cfopi	descri_simplif	dfi	aaaamm	valconGia	valconEfd	valconDif	icmsGia	icmsEfd	icmsDif	icmsstGia	icmsstEfd	icmsstDif
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202003	4662311,58	4662311,58	0,0	1779,13	1779,13	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202004	1161350,31	1161350,31	0,0	1693,26	1693,26	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202005	389464,71	389464,71	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202006	986931,09	986931,09	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202007	2385909,66	2385909,66	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202008	3488193,28	3488193,28	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202009	4492769,7	4492769,7	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202010	4770019,47	4770019,47	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202011	5253905,19	5253905,19	0,0	1399,97	1399,97	0,0	0,0	0,0	0,0
1-Receitas	01n - Produção Não ST	S101	6101	Venda Produção	F	202012	5039899,27	5039899,27	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202001	1323762,21	1323762,21	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202002	1597856,65	1597856,65	0,0	270,0	270,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202003	1558936,59	1558936,59	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202004	313897,37	313897,37	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202005	416861,63	416861,63	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202006	1002420,05	1002420,05	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202007	1796501,64	1796501,64	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202008	1505349,41	1505349,41	0,0	54,0	54,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202009	2558598,1	2558598,1	0,0	817,93	817,93	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202010	2561914,02	2561914,02	0,0	108,0	108,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202011	1921951,14	1921951,14	0,0	324,0	324,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S107	6107	Venda Produção p/ Não Contribuinte	F	202012	1797568,67	1797568,67	0,0	123,81	123,81	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202001	237,56	237,56	0,0	42,76	42,76	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202002	725,55	725,55	0,0	68,42	68,42	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202003	10675,86	10675,86	0,0	164,07	164,07	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202004	13970,45	13970,45	0,0	2514,66	2514,66	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202005	54862,96	54862,96	0,0	9050,11	9050,11	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202006	10787,81	10787,81	0,0	1100,95	1100,95	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202007	8645,05	8645,05	0,0	1556,1	1556,1	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202008	11500,21	11500,21	0,0	2070,03	2070,03	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202009	25128,87	25128,87	0,0	945,01	945,01	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202010	88561,96	88561,96	0,0	6757,62	6757,62	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202011	353951,11	353951,11	0,0	42721,67	42721,67	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	5910	Remessa em bonificação, doação ou brinde	D	202012	152574,31	152574,31	0,0	20854,28	20854,28	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202001	845,8	845,8	0,0	101,49	101,49	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202004	7074,65	7074,65	0,0	283,0	283,0	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202005	32482,84	32482,84	0,0	1299,31	1299,31	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202006	67458,49	67458,49	0,0	3904,83	3904,83	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202007	40472,23	40472,23	0,0	2263,59	2263,59	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202008	271516,75	271516,75	0,0	4217,88	4217,88	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202009	135475,42	135475,42	0,0	8940,1	8940,1	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202010	22245,34	22245,34	0,0	1118,6	1118,6	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202011	101118,68	101118,68	0,0	6743,06	6743,06	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S910	6910	Remessa em bonificação, doação ou brinde	F	202012	480547,02	480547,02	0,0	15566,27	15566,27	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202004	829,4	829,4	0,0	149,29	149,29	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202005	9052,0	9052,0	0,0	1619,34	1619,34	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202006	10404,64	10404,64	0,0	1804,77	1804,77	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202007	27864,38	27864,38	0,0	3795,48	3795,48	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202008	7807,71	7807,71	0,0	47,36	47,36	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202009	4202,3	4202,3	0,0	423,33	423,33	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202010	53987,9	53987,9	0,0	8382,08	8382,08	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202011	66130,57	66130,57	0,0	5980,56	5980,56	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	5911	Remessa de amostra grátis	D	202012	13047,0	13047,0	0,0	561,69	561,69	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202004	986,08	986,08	0,0	39,44	39,44	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202005	16866,83	16866,83	0,0	989,92	989,92	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202006	26071,37	26071,37	0,0	979,18	979,18	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202007	23581,38	23581,38	0,0	1731,15	1731,15	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202008	16702,77	16702,77	0,0	614,36	614,36	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202009	11078,43	11078,43	0,0	950,75	950,75	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202010	51664,11	51664,11	0,0	2064,12	2064,12	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202011	68822,69	68822,69	0,0	3267,73	3267,73	0,0	0,0	0,0	0,0
1-Receitas	01z - Produção - Outros	S911	6911	Remessa de amostra grátis	F	202012	25196,5	25196,5	0,0	617,95	617,95	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202001	-963585,27	-963585,27	0,0	-92245,22	-92245,22	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202002	-555130,72	-555130,72	0,0	-65204,54	-65204,54	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202003	-1019033,13	-1019033,13	0,0	-125522,56	-125522,56	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202004	-862005,11	-862005,11	0,0	-120500,06	-120500,06	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202005	-226911,39	-226911,39	0,0	-34129,36	-34129,36	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202006	-246107,44	-246107,44	0,0	-33133,11	-33133,11	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202007	-489079,75	-489079,75	0,0	-39155,88	-39155,88	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202008	-353855,76	-353855,76	0,0	-53967,96	-53967,96	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202009	-365863,97	-365863,97	0,0	-53301,38	-53301,38	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202010	-883219,21	-883219,21	0,0	-110175,57	-110175,57	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202011	-610630,98	-610630,98	0,0	-95705,19	-95705,19	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	1202	Devolução de Venda Merc Adq de Terceiros	D	202012	-404859,67	-404859,67	0,0	-56766,85	-56766,85	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202001	-749618,48	-749618,48	0,0	-40065,72	-40065,72	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202002	-475707,86	-475707,86	0,0	-19439,18	-19439,18	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202003	-1342709,94	-1342709,94	0,0	-53147,23	-53147,23	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202004	-753574,73	-753574,73	0,0	-31866,11	-31866,11	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202005	-322414,03	-322414,03	0,0	-10029,51	-10029,51	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202006	-1478007,72	-1478007,72	0,0	-58799,24	-58799,24	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202007	-569521,63	-569521,63	0,0	-35300,11	-35300,11	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202008	-280467,36	-280467,36	0,0	-18899,15	-18899,15	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202009	-467684,18	-467684,18	0,0	-22223,41	-22223,41	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202010	-557096,98	-557096,98	0,0	-26215,39	-26215,39	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202011	-827796,14	-827796,14	0,0	-28857,87	-28857,87	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	2202	Devolução de Venda Merc Adq de Terceiros	F	202012	-796085,09	-796085,09	0,0	-44250,45	-44250,45	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	3202	Devolução de Venda Merc Adq de Terceiros	I	202001	-593676,57	-593676,57	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	3202	Devolução de Venda Merc Adq de Terceiros	I	202003	-81952,1	-81952,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	E202	3202	Devolução de Venda Merc Adq de Terceiros	I	202009	-83764,13	-83764,13	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202001	34974976,05	34974976,05	0,0	3190709,33	3190709,33	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202002	32303878,27	32303878,27	0,0	3133386,02	3133386,02	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202003	37448668,34	37448668,34	0,0	3949518,26	3949518,26	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202004	12028618,06	12028618,06	0,0	1280043,58	1280043,58	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202005	10982908,21	10982908,21	0,0	1016946,55	1016946,55	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202006	18349357,77	18349357,77	0,0	1719887,94	1719887,94	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202007	29214361,73	29214361,73	0,0	2880945,91	2880945,91	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202008	33158277,84	33158277,84	0,0	3175807,1	3175807,1	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202009	34429037,06	34429037,06	0,0	3437669,37	3437669,37	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202010	42464777,74	42464777,74	0,0	4351832,28	4351832,28	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202011	58496122,47	58496122,47	0,0	7044721,18	7044721,18	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	5102	Venda Merc Adq de Terceiros	D	202012	41993066,16	41993066,16	0,0	4723291,55	4723291,55	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202001	21439538,26	21439538,26	0,0	588643,63	588643,63	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202002	15558698,5	15558698,5	0,0	549625,46	549625,46	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202003	15576195,19	15576195,19	0,0	554334,22	554334,22	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202004	5788976,75	5788976,75	0,0	232248,23	232248,23	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202005	5433750,91	5433750,91	0,0	147390,31	147390,31	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202006	8126329,92	8126329,92	0,0	251265,71	251265,71	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202007	10089699,77	10089699,77	0,0	309735,38	309735,38	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202008	14436275,19	14436275,19	0,0	437871,72	437871,72	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202009	20553998,49	20553998,49	0,0	598405,42	598405,42	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202010	20073510,3	20073510,3	0,0	663768,94	663768,94	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202011	24994893,37	24994893,37	0,0	741973,49	741973,49	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	6102	Venda Merc Adq de Terceiros	F	202012	15168208,52	15168208,52	0,0	612565,49	612565,49	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202001	7634850,6	7634850,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202002	22742117,21	22742117,21	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202003	47386084,4	47386084,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202004	33175534,08	33175534,08	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202005	24365367,66	24365367,66	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202006	24562466,22	24562466,22	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202007	22640410,82	22640410,82	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202008	22605903,29	22605903,29	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202009	23887753,49	23887753,49	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202010	34251801,47	34251801,47	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202011	33746308,32	33746308,32	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02n - Comércio Não ST	S102	7102	Venda Merc Adq de Terceiros	I	202012	32070687,01	32070687,01	0,0	0,0	0,0	0,0	0,0	0,0	0,0
1-Receitas	02s - Comércio ST	E411	1411	Devolução de Venda Merc Adq de Terceiros ST	D	202003	-3370,71	-3370,71	0,0	-550,96	-550,96	0,0	-309,81	-309,81	0,0
1-Receitas	02s - Comércio ST	E411	1411	Devolução de Venda Merc Adq de Terceiros ST	D	202004	-99014,12	-99014,12	0,0	-16184,45	-16184,45	0,0	-9100,52	-9100,52	0,0
1-Receitas	02s - Comércio ST	E411	1411	Devolução de Venda Merc Adq de Terceiros ST	D	202006	-1671,2	-1671,2	0,0	-273,17	-273,17	0,0	-153,6	-153,6	0,0
1-Receitas	02s - Comércio ST	E411	1411	Devolução de Venda Merc Adq de Terceiros ST	D	202007	-7711,36	-7711,36	0,0	-1260,47	-1260,47	0,0	-708,76	-708,76	0,0
